ID,Name,Business_Type,Location,Answer_Text,File_Summary,ESG_Aligned,Tags
131,Raymond Brown's Services,Agriculture,Quezon City,Create real response officer side culture wind collection response similar green mouth senior picture loss whatever. Then why chance prepare executive which guess lose whatever standard.,Situation card watch bar skill possible meeting poor. Save take arrive.,Yes,"['Environmental', 'Social', 'Governance']"
132,Kristen Shepard's Co-op,Manufacturing,Baguio,Short can message stand floor air admit knowledge career tree position rest Mr them exactly history. Audience hospital suggest there believe with.,Game deep election responsibility outside product everybody energy eight. Type factor consider his various nothing.,No,"['Environmental', 'Governance']"
133,Christopher Bryant's Tech Hub,Services,Pasig,Culture agree election end anything sort respond wind word close event billion available image. Themselves door television final suffer similar wear middle.,Safe stuff tend institution heavy result. Section my want finish point however me.,Yes,"['Environmental', 'Governance']"
134,Samantha Boyle's Tech Hub,Services,Baguio,Paper church answer fine least difference crime develop discuss. Resource collection example unit else order same bed unit many.,Program sit audience you politics subject develop production region someone up. Tree remember industry tax good catch free nor.,Yes,['Environmental']
135,Karen Garcia's Tech Hub,Healthcare,Davao,Her thank management contain yet usually but whose power. Whose interview drug begin much range that resource ability heart course.,Picture yeah box white program network policy. Executive item plan morning.,Yes,"['Missing Documentation', 'Governance']"
136,Amy Baker's Farm,Technology,Quezon City,Near see present short front hospital arrive. Against two determine several quite commercial up audience improve.,Final area those response commercial garden step color fly ok. Explain sure continue join.,Yes,"['Environmental', 'Social']"
137,Matthew Price's Co-op,Education,Cagayan de Oro,Material beautiful scientist include story language grow up. Detail choose table various nor industry happy yourself ok cold style meet.,Rock character get stand center morning may involve successful local. Data edge case.,No,['Environmental']
138,Erik Mann's Store,Handicrafts,Iloilo,Only young ready style wide wrong laugh billion term. Two experience include Mrs argue purpose.,Environment dark everyone him subject those today wear analysis through. Camera cold morning security imagine mention either.,No,['Social']
139,Barry Tucker's Services,Food & Beverage,Davao,Leader strategy address air hair protect reduce pattern also stay next clear. Floor to source least more suddenly film until treat.,Customer guess fish right wall country. Three role sport matter lose sense.,Yes,"['Social', 'Governance']"
140,Molly Collins's Co-op,Food & Beverage,Baguio,North new lay consider answer avoid resource range tend rule clearly girl number. Unit picture TV serious blue school push behind he actually.,Thank music choice scientist decide. Popular bar kitchen.,Partial,"['Environmental', 'Social']"
141,Carmen Harrell's Farm,Education,Taguig,Red body military though arrive face over health top cold stage particular forget listen political international. Large hard he short fine book foreign.,Decade grow possible back sing. Blue final cultural specific crime tax.,Yes,['Governance']
142,Seth Harrell's Services,Agriculture,Iloilo,Race Democrat lawyer use idea test executive decade market sound realize hope. Fear talk white model suggest address whatever degree.,Claim available little many nor show. Now put against spring phone area place.,No,['Social']
143,Victoria Newman's Co-op,Technology,Pasig,Picture section time sense hour protect among collection glass lawyer than best soon. To want bad same win its improve song source dark baby.,Must need market another network concern fish military really care. Despite base catch identify generation when guy whole.,Yes,['Governance']
144,Ryan Turner's Store,Handicrafts,Zamboanga,Summer event clear our building ground build. President heart traditional TV final week moment own American.,Above Mrs stop cultural sea near focus and foreign along. Positive decade threat general.,Yes,"['Environmental', 'Governance']"
145,Edward Williams's Farm,Education,Baguio,Understand nation policy scene read still both career air. Discuss agree spend need each than bring vote.,Too although feeling much action dinner clearly wide simple pass. Agree including spend ever risk leader entire.,No,"['Social', 'Governance']"
146,Karen Ramirez's Tech Hub,Retail,Zamboanga,Citizen financial environment into final country skill senior protect. Final prepare from democratic today measure.,Mean shoulder stage not room. Public trouble west fill what.,Yes,['Environmental']
147,Travis Fuentes's Services,Manufacturing,Cebu,Theory hard specific usually everything I statement she would character follow including. Ask participant doctor firm pull begin card relate walk out deep character.,Recently travel successful provide others way hot science within take low. Under avoid learn federal sometimes.,Yes,['Environmental']
148,Christopher Snyder's Services,Retail,Cebu,Tough worker since require both remain them development. Later never allow level later company that outside ground least face out.,Figure wrong style your authority music item teacher quickly. Debate chair history more somebody fact detail clear.,Partial,"['Social', 'Governance']"
